,id,home,away,exhibition,season,variable,change
34405,1255,ADANASPOR A.Ş.,KAYSERİSPOR,ADANASPOR A.Ş. - KAYSERİSPOR,2016/17,a_in1,MURAT DURUER 85
36355,1255,ADANASPOR A.Ş.,KAYSERİSPOR,ADANASPOR A.Ş. - KAYSERİSPOR,2016/17,a_in2,KUBİLAY SÖNMEZ 65.dk
12955,1255,ADANASPOR A.Ş.,KAYSERİSPOR,ADANASPOR A.Ş. - KAYSERİSPOR,2016/17,a_out0,UFUK BUDAK 88
14905,1255,ADANASPOR A.Ş.,KAYSERİSPOR,ADANASPOR A.Ş. - KAYSERİSPOR,2016/17,a_out1,SAMBA SOW 85
16855,1255,ADANASPOR A.Ş.,KAYSERİSPOR,ADANASPOR A.Ş. - KAYSERİSPOR,2016/17,a_out2,WELLITON SOARES MORAIS 65.dk
22705,1255,ADANASPOR A.Ş.,KAYSERİSPOR,ADANASPOR A.Ş. - KAYSERİSPOR,2016/17,h_in0,AHMET DERELİ 69
24655,1255,ADANASPOR A.Ş.,KAYSERİSPOR,ADANASPOR A.Ş. - KAYSERİSPOR,2016/17,h_in1,RENAN RODRIGUES DA SILVA 6
26605,1255,ADANASPOR A.Ş.,KAYSERİSPOR,ADANASPOR A.Ş. - KAYSERİSPOR,2016/17,h_in2,EMRE UĞUR URUÇ 90+2.dk
1255,1255,ADANASPOR A.Ş.,KAYSERİSPOR,ADANASPOR A.Ş. - KAYSERİSPOR,2016/17,h_out0,BEKİR YILMAZ 69
3205,1255,ADANASPOR A.Ş.,KAYSERİSPOR,ADANASPOR A.Ş. - KAYSERİSPOR,2016/17,h_out1,TEVFİK ALTINDAĞ 6
5155,1255,ADANASPOR A.Ş.,KAYSERİSPOR,ADANASPOR A.Ş. - KAYSERİSPOR,2016/17,h_out2,RODRIGO LONGO FREITAS 90+2
7105,1255,ADANASPOR A.Ş.,KAYSERİSPOR,ADANASPOR A.Ş. - KAYSERİSPOR,2016/17,h_out3,
32318,1118,ADANASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,ADANASPOR A.Ş. - MEDİPOL BAŞAKŞEHİR FK,2016/17,a_in0,MUSTAFA PEKTEMEK 65
34268,1118,ADANASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,ADANASPOR A.Ş. - MEDİPOL BAŞAKŞEHİR FK,2016/17,a_in1,STEFANO NAPOLEONI 83
36218,1118,ADANASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,ADANASPOR A.Ş. - MEDİPOL BAŞAKŞEHİR FK,2016/17,a_in2,FRANCISCO LIMA DA SILVA 57.dk
12818,1118,ADANASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,ADANASPOR A.Ş. - MEDİPOL BAŞAKŞEHİR FK,2016/17,a_out0,MEHMET BATDAL 65
14768,1118,ADANASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,ADANASPOR A.Ş. - MEDİPOL BAŞAKŞEHİR FK,2016/17,a_out1,UĞUR UÇAR 83
16718,1118,ADANASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,ADANASPOR A.Ş. - MEDİPOL BAŞAKŞEHİR FK,2016/17,a_out2,CENGİZ ÜNDER 57.dk
22568,1118,ADANASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,ADANASPOR A.Ş. - MEDİPOL BAŞAKŞEHİR FK,2016/17,h_in0,MUSTAFA SAMİCAN KESKİN 86
24518,1118,ADANASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,ADANASPOR A.Ş. - MEDİPOL BAŞAKŞEHİR FK,2016/17,h_in1,EMRE UĞUR URUÇ 66
26468,1118,ADANASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,ADANASPOR A.Ş. - MEDİPOL BAŞAKŞEHİR FK,2016/17,h_in2,EDGAR BRUNO DA SILVA 90+4.dk
1118,1118,ADANASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,ADANASPOR A.Ş. - MEDİPOL BAŞAKŞEHİR FK,2016/17,h_out0,CEM ÖZDEMİR 86
3068,1118,ADANASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,ADANASPOR A.Ş. - MEDİPOL BAŞAKŞEHİR FK,2016/17,h_out1,AHMET DERELİ 66
5018,1118,ADANASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,ADANASPOR A.Ş. - MEDİPOL BAŞAKŞEHİR FK,2016/17,h_out2,MAGAYE SERIGNE FALILOU DIT NELSON GUEYE 90+4
6968,1118,ADANASPOR A.Ş.,MEDİPOL BAŞAKŞEHİR FK,ADANASPOR A.Ş. - MEDİPOL BAŞAKŞEHİR FK,2016/17,h_out3,
32247,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,2016/17,a_in0,DELARGE DZON 86
34197,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,2016/17,a_in1,MUSA ÇAĞIRAN 71
36147,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,2016/17,a_in2,LUIZ CARLOS MARTINS MOREIRA 77.dk
12747,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,2016/17,a_out0,MUSA ÇAĞIRAN 86
14697,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,2016/17,a_out1,PAPA ALIOUNE NDIAYE 71
16647,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,2016/17,a_out2,THIEVY GUIVANE BIPFOUMA KOULOSSA 77.dk
22497,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,2016/17,h_in0,RONEI GLEISON RODRIGUES DOS REIS 46
24447,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,2016/17,h_in1,EMRE UĞUR URUÇ 46
26397,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,2016/17,h_in2,AHMET DERELİ 67.dk
1047,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,2016/17,h_out0,MAGAYE SERIGNE FALILOU DIT NELSON GUEYE 46
2997,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,2016/17,h_out1,RODRIGO LONGO FREITAS 46
4947,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,2016/17,h_out2,VLAGYIMIR KOMAN 67
6897,1047,ADANASPOR A.Ş.,OSMANLISPOR FUTBOL KULÜBÜ,ADANASPOR A.Ş. - OSMANLISPOR FUTBOL KULÜBÜ,2016/17,h_out3,
32419,1219,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,ADANASPOR A.Ş. - TRABZONSPOR A.Ş.,2016/17,a_in0,FABIAN ANDRES CASTILLO SANCHEZ 63
34369,1219,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,ADANASPOR A.Ş. - TRABZONSPOR A.Ş.,2016/17,a_in1,MATUS BERO 63
36319,1219,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,ADANASPOR A.Ş. - TRABZONSPOR A.Ş.,2016/17,a_in2,YUSUF ERDOĞAN 89.dk
12919,1219,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,ADANASPOR A.Ş. - TRABZONSPOR A.Ş.,2016/17,a_out0,DAME N'DOYE 63
14869,1219,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,ADANASPOR A.Ş. - TRABZONSPOR A.Ş.,2016/17,a_out1,OGENYI EDDY ONAZI 63
16819,1219,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,ADANASPOR A.Ş. - TRABZONSPOR A.Ş.,2016/17,a_out2,EMMANUEL DAVID MAS SGROS 89.dk
22669,1219,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,ADANASPOR A.Ş. - TRABZONSPOR A.Ş.,2016/17,h_in0,CEM ÖZDEMİR 15
24619,1219,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,ADANASPOR A.Ş. - TRABZONSPOR A.Ş.,2016/17,h_in1,BEKİR YILMAZ 66
26569,1219,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,ADANASPOR A.Ş. - TRABZONSPOR A.Ş.,2016/17,h_in2,AHMET BAHÇIVAN 89.dk
1219,1219,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,ADANASPOR A.Ş. - TRABZONSPOR A.Ş.,2016/17,h_out0,RONEI GLEISON RODRIGUES DOS REIS 15
3169,1219,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,ADANASPOR A.Ş. - TRABZONSPOR A.Ş.,2016/17,h_out1,VLAGYIMIR KOMAN 66
5119,1219,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,ADANASPOR A.Ş. - TRABZONSPOR A.Ş.,2016/17,h_out2,VINICIUS SANTOS SILVA 89
7069,1219,ADANASPOR A.Ş.,TRABZONSPOR A.Ş.,ADANASPOR A.Ş. - TRABZONSPOR A.Ş.,2016/17,h_out3,
32363,1163,ADANASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,ADANASPOR A.Ş. - ÇAYKUR RİZESPOR A.Ş.,2016/17,a_in0,JAKOB JANSTER 87
34313,1163,ADANASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,ADANASPOR A.Ş. - ÇAYKUR RİZESPOR A.Ş.,2016/17,a_in1,NOSAKHARE EMMANUEL IGIEBOR 65
36263,1163,ADANASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,ADANASPOR A.Ş. - ÇAYKUR RİZESPOR A.Ş.,2016/17,a_in2,ÖZGÜR ÇEK 83.dk
12863,1163,ADANASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,ADANASPOR A.Ş. - ÇAYKUR RİZESPOR A.Ş.,2016/17,a_out0,LEONY LEONARD KWEUKE 87
14813,1163,ADANASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,ADANASPOR A.Ş. - ÇAYKUR RİZESPOR A.Ş.,2016/17,a_out1,OSAGIE BRIGHT EDOMWONYI 65
16763,1163,ADANASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,ADANASPOR A.Ş. - ÇAYKUR RİZESPOR A.Ş.,2016/17,a_out2,SÜLEYMAN KOÇ 83.dk
22613,1163,ADANASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,ADANASPOR A.Ş. - ÇAYKUR RİZESPOR A.Ş.,2016/17,h_in0,REYNALDO DOS SANTOS SILVA 70
24563,1163,ADANASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,ADANASPOR A.Ş. - ÇAYKUR RİZESPOR A.Ş.,2016/17,h_in1,CEM ÖZDEMİR 87.dk
1163,1163,ADANASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,ADANASPOR A.Ş. - ÇAYKUR RİZESPOR A.Ş.,2016/17,h_out0,TEVFİK ALTINDAĞ 70
3113,1163,ADANASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,ADANASPOR A.Ş. - ÇAYKUR RİZESPOR A.Ş.,2016/17,h_out1,AHMET DERELİ 87
5063,1163,ADANASPOR A.Ş.,ÇAYKUR RİZESPOR A.Ş.,ADANASPOR A.Ş. - ÇAYKUR RİZESPOR A.Ş.,2016/17,h_out2,
32507,1307,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ADANASPOR A.Ş.,2016/17,a_in0,AHMET DERELİ 58
34457,1307,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ADANASPOR A.Ş.,2016/17,a_in1,EDGAR BRUNO DA SILVA 80.dk
13007,1307,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ADANASPOR A.Ş.,2016/17,a_out0,MUSTAFA SAMİCAN KESKİN 58
14957,1307,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ADANASPOR A.Ş.,2016/17,a_out1,RONEI GLEISON RODRIGUES DOS REIS 80.dk
22757,1307,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ADANASPOR A.Ş.,2016/17,h_in0,SONER AYDOĞDU 79
24707,1307,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ADANASPOR A.Ş.,2016/17,h_in1,ONUR AYIK 55
26657,1307,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ADANASPOR A.Ş.,2016/17,h_in2,ABDOU LWAHID SISSOKO 62.dk
1307,1307,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ADANASPOR A.Ş.,2016/17,h_out0,ÖZER HURMACI 79
3257,1307,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ADANASPOR A.Ş.,2016/17,h_out1,MERVAN ÇELİK 55
5207,1307,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ADANASPOR A.Ş.,2016/17,h_out2,JOEL LANDRY TSAFACK NGUEMO 62
7157,1307,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ADANASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ADANASPOR A.Ş.,2016/17,h_out3,
32509,1309,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2016/17,a_in0,SERDAR ÖZKAN 53
32950,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2015/16,a_in0,SERDAR ÖZKAN 81
34459,1309,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2016/17,a_in1,SANDRO RANIERE GUIMARAES CORDEIRO 70
34900,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2015/16,a_in1,EMRAH BAŞSAN 70
36409,1309,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2016/17,a_in2,MOSTAPHA EL KABIR 53.dk
36850,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2015/16,a_in2,SERGES FLAVIER MBILLA ETAME 46.dk
13009,1309,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2016/17,a_out0,SERGES FLAVIER MBILLA ETAME 53
13450,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2015/16,a_out0,SAMUEL ETO O FILS 81
14959,1309,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2016/17,a_out1,SAMUEL ETO O FILS 70
15400,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2015/16,a_out1,DEJAN LAZAREVIC 70
16909,1309,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2016/17,a_out2,CHARLES FERNANDO BASILIO DA SILVA 53.dk
17350,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2015/16,a_out2,GUILHERME MILHOMEM GUSMAO 46.dk
22759,1309,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2016/17,h_in0,MUĞDAT ÇELİK 90
23200,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2015/16,h_in0,ONUR AYIK 74
24709,1309,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2016/17,h_in1,LOTETEKA BOKILA 83
25150,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2015/16,h_in1,BRUNO FERREIRA MOMBRA ROSA 60
26659,1309,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2016/17,h_in2,RICARDO JORGE VAZ TE 73.dk
27100,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2015/16,h_in2,HASAN SALİH KABZE 83.dk
1309,1309,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2016/17,h_out0,OLCAN ADIN 90
1750,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2015/16,h_out0,GÜRAY VURAL 74
3259,1309,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2016/17,h_out1,ÖZER HURMACI 83
3700,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2015/16,h_out1,CUSTODIO MIGUEL DIAS DE CASTRO 60
5209,1309,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2016/17,h_out2,SOKOL CİKALLESHİ 73
5650,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2015/16,h_out2,LEOCISIO JULIO SAMI 83
7159,1309,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2016/17,h_out3,
7600,1750,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ANTALYASPOR A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ANTALYASPOR A.Ş.,2015/16,h_out3,
32368,1168,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ATİKER KONYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ATİKER KONYASPOR,2016/17,a_in0,IOAN HORA 76
34318,1168,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ATİKER KONYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ATİKER KONYASPOR,2016/17,a_in1,DIMITAR DIMITROV RANGELOV 46
36268,1168,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ATİKER KONYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ATİKER KONYASPOR,2016/17,a_in2,HALİL İBRAHİM SÖNMEZ 88.dk
12868,1168,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ATİKER KONYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ATİKER KONYASPOR,2016/17,a_out0,RIAD BAJIC 76
14818,1168,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ATİKER KONYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ATİKER KONYASPOR,2016/17,a_out1,AMIR HADZIAHMETOVIC 46
16768,1168,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ATİKER KONYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ATİKER KONYASPOR,2016/17,a_out2,DENI MILOSEVIC 88.dk
22618,1168,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ATİKER KONYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ATİKER KONYASPOR,2016/17,h_in0,MUĞDAT ÇELİK 76
24568,1168,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ATİKER KONYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ATİKER KONYASPOR,2016/17,h_in1,RICARDO JORGE VAZ TE 65
26518,1168,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ATİKER KONYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ATİKER KONYASPOR,2016/17,h_in2,SONER AYDOĞDU 90.dk
1168,1168,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ATİKER KONYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ATİKER KONYASPOR,2016/17,h_out0,ÖZER HURMACI 76
3118,1168,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ATİKER KONYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ATİKER KONYASPOR,2016/17,h_out1,ONUR AYIK 65
5068,1168,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ATİKER KONYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ATİKER KONYASPOR,2016/17,h_out2,HUGO RODALLEGA MARTINEZ 90
7018,1168,AKHİSAR BELEDİYE GENÇLİK VE SPOR,ATİKER KONYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - ATİKER KONYASPOR,2016/17,h_out3,
32531,1331,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - AYTEMİZ ALANYASPOR,2016/17,a_in0,CENK AHMET ALKILIÇ 46
34481,1331,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - AYTEMİZ ALANYASPOR,2016/17,a_in1,DARKO LAZIC 46
36431,1331,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - AYTEMİZ ALANYASPOR,2016/17,a_in2,GLYNOR ORVİL PLET 72.dk
13031,1331,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - AYTEMİZ ALANYASPOR,2016/17,a_out0,WILDE DONALD GUERRIER 46
14981,1331,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - AYTEMİZ ALANYASPOR,2016/17,a_out1,LAMİNE GASSAMA 46
16931,1331,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - AYTEMİZ ALANYASPOR,2016/17,a_out2,ANTENOR JUNIOR FERNANDES DA SILVA VITORIA 72.dk
22781,1331,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - AYTEMİZ ALANYASPOR,2016/17,h_in0,ONUR AYIK 84
24731,1331,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - AYTEMİZ ALANYASPOR,2016/17,h_in1,ABDOU LWAHID SISSOKO 76
26681,1331,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - AYTEMİZ ALANYASPOR,2016/17,h_in2,DANIEL ALEXANDER LARSSON 69.dk
1331,1331,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - AYTEMİZ ALANYASPOR,2016/17,h_out0,OLCAN ADIN 84
3281,1331,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - AYTEMİZ ALANYASPOR,2016/17,h_out1,AYKUT ÇEVİKER 76
5231,1331,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - AYTEMİZ ALANYASPOR,2016/17,h_out2,RICARDO JORGE VAZ TE 69
7181,1331,AKHİSAR BELEDİYE GENÇLİK VE SPOR,AYTEMİZ ALANYASPOR,AKHİSAR BELEDİYE GENÇLİK VE SPOR - AYTEMİZ ALANYASPOR,2016/17,h_out3,
32490,1290,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BEŞİKTAŞ A.Ş.,2016/17,a_in0,ADRIANO CORREIA CLARO 71
33040,1840,AKHİSAR BELEDİYE GENÇLİK VE SPOR,BEŞİKTAŞ A.Ş.,AKHİSAR BELEDİYE GENÇLİK VE SPOR - BEŞİKTAŞ A.Ş.,2015/16,a_in0,CENK TOSUN 71
